id,location_cd,status_cd,type_id,street_address1,street_address2,city,postal_cd,created_user_id,created_datetime,updated_user_id,updated_datetime,region_id,latitude,longitude,time_zone,temperature_scale,country_part,country_cd
101650,1650,A,175,720 WARDEN AVE,NULL,SCARBOROUGH,M1L 4A1,1,2018-06-30 00:58:15.730,1598866,2018-06-30 00:58:16.000,NULL,43.716269,-79.283304,America/Toronto,C,544,CA
101651,1651,A,145,135 REXDALE BLVD,NULL,ETOBICOKE,M9W 1P7,1,2018-06-07 04:18:38.440,1598866,2018-06-07 04:18:39.000,NULL,43.711084,-79.566996,America/Toronto,C,544,CA
101652,1652,A,145,1569 THE QUEENSWAY,NULL,ETOBICOKE,M8Z 1T8,1,2018-06-18 14:55:36.503,1598866,2018-06-18 14:55:36.000,NULL,43.617558,-79.539389,America/Toronto,C,544,CA
101654,1654,A,195,"322 EAST RIVER RD, RR # 1",NULL,NEW GLASGOW,B2H 5C5,1,2018-07-03 04:38:57.097,1598866,2018-07-03 04:38:57.000,NULL,45.562812,-62.648327,America/Halifax,C,541,CA
101655,1655,A,170,133 ST ANDREWS STREET E,NULL,FERGUS,N1M 1P9,1,2018-06-20 17:26:55.697,1598866,2018-06-20 17:26:56.000,NULL,43.706289,-80.377704,America/Toronto,C,544,CA
101656,1656,A,235,"300 WOODLAWN AVE, PO BOX 1005",NULL,WELLAND,L3B 5F2,1,2018-06-05 04:35:22.697,1,2018-07-19 05:01:08.000,NULL,43.014912,-79.262913,America/Toronto,C,544,CA
101657,1657,A,170,"1300, ROUTE TRANSCANADIENNE SUD",NULL,DORVAL,H9P 1H7,1,2018-07-15 04:39:45.280,1598866,2018-07-15 04:39:45.000,NULL,45.488700,-73.770500,America/Montreal,C,546,CA
101659,1659,A,170,388 RUE ST JEAN,NULL,Saint-Leonard,E7E 2B6,1,2018-07-13 18:57:46.597,1598866,2018-07-13 18:57:47.000,NULL,47.168783,-67.917373,America/Moncton,C,539,CA
101660,1660,A,170,9151 KEELE STREET,NULL,CONCORD,L4K 5B4,1,2018-07-03 20:14:19.207,1598866,2018-07-03 20:14:19.000,NULL,43.836090,-79.507150,America/Toronto,C,544,CA
101662,1662,A,170,1611 MERIVALE RD,NULL,NEPEAN,K2G 3J4,1,2018-06-18 14:26:40.877,1598866,2018-06-18 14:26:41.000,NULL,45.351716,-75.733287,America/Toronto,C,544,CA
101663,1663,A,170,185 EAST LAKE CRES. NE,NULL,AIRDRIE,T4A 2H7,1,2018-06-29 11:52:47.593,1598866,2018-06-29 11:52:48.000,NULL,51.286358,-113.998916,America/Edmonton,C,536,CA
101664,1664,A,170,650 EAGLESON RD,NULL,KANATA,K2M 1H4,1,2018-07-11 14:20:44.013,1598866,2018-07-11 14:20:44.000,NULL,45.288154,-75.868510,America/Toronto,C,544,CA
101665,1665,A,205,906 111 STREET NW,NULL,EDMONTON,T6J 6T6,1,2018-06-29 04:36:51.220,1598866,2018-06-29 04:36:51.000,NULL,53.481950,-113.517260,America/Edmonton,C,536,CA
101666,1666,A,175,3650 DERRY RD,NULL,MISSISSAUGA,L4T 3V7,1,2018-06-28 22:56:38.197,1598866,2018-06-28 22:56:38.000,NULL,43.715302,-79.628541,America/Toronto,C,544,CA
101667,1667,A,170,"10 COW BAY RD, PO BOX 343",NULL,EASTERN PASSAGE,B3G 1A1,1,2018-07-03 04:38:58.693,1598866,2018-07-03 04:38:59.000,NULL,44.612254,-63.493319,America/Halifax,C,541,CA
101668,1668,A,235,135 TAYLOR RD,NULL,NIAGARA ON THE LAKE,L0S 1J0,1,2018-06-05 04:35:27.660,1598866,2018-06-05 04:35:27.000,NULL,43.153035,-79.165895,America/Toronto,C,544,CA
101669,1669,A,200,13605 STEELES AVE,NULL,HORNBY,L0P 1E0,1,2018-06-30 11:36:03.557,1598866,2018-06-30 11:36:04.000,NULL,43.574653,-79.835330,America/Toronto,C,544,CA
101670,1670,A,170,"3491 SEXSMITH RD, UNIT 1",NULL,KELOWNA,V1X 7B5,1,2018-07-03 21:23:27.097,1598866,2018-07-03 21:23:27.000,NULL,49.917689,-119.389018,America/Vancouver,C,537,CA
101671,1671,A,170,2134 MONTREAL RD,NULL,GLOUCESTER,K1J 6M7,1,2018-06-27 04:37:19.987,1598866,2018-06-27 04:37:20.000,NULL,45.448456,-75.590465,America/Toronto,C,544,CA
101672,1672,A,195,4011 DIXIE ROAD,NULL,MISSISSAUGA,L4W 1M3,1,2018-06-07 04:18:39.523,1598866,2018-06-07 04:18:39.000,NULL,43.623283,-79.602824,America/Toronto,C,544,CA
101673,1673,A,170,3 SARJEANT DR (49 HIGH STREET),NULL,BARRIE,L4N 4V9,1,2018-07-10 04:38:23.643,1598866,2018-07-10 04:38:23.000,NULL,44.377313,-79.715661,America/Toronto,C,544,CA
101674,1674,A,195,917 UPPER JAMES,NULL,HAMILTON,L9C 3A3,1,2018-06-05 04:35:31.260,1598866,2018-06-05 04:35:31.000,NULL,43.225516,-79.882684,America/Toronto,C,544,CA
101675,1675,A,170,3330 FALLOWFIELD ROAD,NULL,NEPEAN,K2J 4P5,1,2018-06-22 12:42:44.340,1598866,2018-06-22 12:42:44.000,NULL,45.297537,-75.732461,America/Toronto,C,544,CA
101677,1677,A,195,7025 MILLCREEK DRIVE,NULL,MISSISSAUGA,L5N 3R3,1,2018-06-10 16:46:30.117,1598866,2018-06-10 16:46:30.000,NULL,43.597716,-79.761640,America/Toronto,C,544,CA
101678,1678,A,175,1375 Boul Cure-Poirier Ouest,NULL,LONGUEUIL,J4K 5K4,1,2018-05-29 04:34:18.740,1598866,2018-05-29 04:34:19.000,NULL,45.511100,-73.493800,America/Montreal,C,546,CA
101679,1679,A,175,"3619 61st AVE SE, UNIT 4000",NULL,CALGARY,T2C 4T8,1,2018-06-18 22:20:02.380,1598866,2018-06-18 22:20:02.000,NULL,50.998637,-113.982464,America/Edmonton,C,536,CA
101681,1681,A,175,8804 96A ST,NULL,FORT ST JOHN,V1J 6E2,1,2018-07-14 15:15:46.193,1,2018-07-19 05:01:08.000,NULL,56.235401,-120.839919,America/Vancouver,C,537,CA
101682,1682,A,170,"727 ANDERTON RD, UNIT 200",NULL,COMOX,V9M 4A9,1,2018-07-09 19:52:34.033,1598866,2018-07-09 19:52:34.000,NULL,49.689075,-124.935080,America/Vancouver,C,537,CA
101684,1684,A,170,8159 LUNDY'S LANE,NULL,NIAGARA FALLS,L2H 1H5,1,2018-06-27 12:37:27.607,1598866,2018-06-27 12:37:28.000,NULL,43.089128,-79.134194,America/Toronto,C,544,CA
101685,1685,A,175,"1220 BRANT STREET, UNIT 1",NULL,BURLINGTON,L7P 1X8,1,2018-07-03 19:24:38.147,1598866,2018-07-03 19:24:38.000,NULL,43.342959,-79.825426,America/Toronto,C,544,CA
101686,1686,A,170,"500 VANIER AVE, LABRADOR SHOPPING CENTRE",NULL,LABRADOR CITY,A2V 2W7,1,2018-07-03 04:39:00.090,1,2018-07-19 05:01:08.000,NULL,52.948357,-66.924143,America/St_Johns,C,540,CA
101687,1687,A,170,1200 LANDSDOWNE ST. W.,NULL,PETERBOROUGH,K9J 2A1,1,2018-07-05 09:19:53.657,1598866,2018-07-05 09:19:54.000,NULL,44.281203,-78.350313,America/Toronto,C,544,CA
101688,1688,A,170,9902 153rd AVE NW,NULL,EDMONTON,T5X 6A4,1,2018-06-27 09:57:33.137,1598866,2018-06-27 09:57:33.000,NULL,53.614443,-113.494300,America/Edmonton,C,536,CA
101689,1689,A,170,1465 COLUMBIA AVE,NULL,CASTLEGAR,V1N 4G5,1,2018-05-05 04:42:35.490,1598866,2018-05-05 04:42:35.000,NULL,49.307435,-117.658628,America/Vancouver,C,537,CA
101690,1690,A,170,1344 HIGHWAY 17 EAST,NULL,KENORA,P9N 4B5,1,2018-06-29 04:36:52.670,1,2018-07-19 05:01:08.000,NULL,49.759987,-94.468899,America/Toronto,C,544,CA
101691,1691,A,235,"130 KING ST WEST, PO BOX 126",NULL,TORONTO,M5X 1A9,1,2018-06-05 04:35:36.177,1598866,2018-06-05 04:35:36.000,NULL,43.649125,-79.383667,America/Toronto,C,544,CA
101692,1692,A,170,"1210 HAMMONDS PLAINS ROAD, KINGSWOOD PLAZA",NULL,BEDFORD,B4B 1B4,1,2018-07-13 08:26:55.697,1598866,2018-07-13 08:26:56.000,NULL,44.724166,-63.736215,America/Halifax,C,541,CA
101694,1694,A,170,"420, BOUL. HARWOOD",NULL,VAUDREUIL-DORION,J7V 7H4,1,2018-07-15 04:39:46.433,1598866,2018-07-15 04:39:46.000,NULL,45.378807,-74.019576,America/Montreal,C,546,CA
101696,1696,A,170,211 KING STREET E,NULL,OSHAWA,L1H 1C5,1,2018-06-06 04:36:06.283,1598866,2018-06-06 04:36:06.000,NULL,43.899175,-78.855761,America/Toronto,C,544,CA
101697,1697,A,175,105 THICKWOOD BLVD,NULL,FORT MCMURRAY,T9H 5E5,1,2018-06-30 04:35:58.437,1598866,2018-06-30 04:35:58.000,NULL,56.733272,-111.424778,America/Edmonton,C,536,CA
101698,1698,A,165,"639, BOUL. SIR-WILFRID-LAURIER",NULL,BELOEIL,J3G 4J1,1,2018-07-15 04:39:47.190,1598866,2018-07-15 04:39:47.000,NULL,45.563100,-73.205800,America/Montreal,C,546,CA
101699,1699,A,170,1204 TALBOT STREET,NULL,ST THOMAS,N5P 1G7,1,2018-07-07 13:47:09.057,1598866,2018-07-07 13:47:09.000,NULL,42.778093,-81.154743,America/Toronto,C,544,CA
101700,1700,A,170,197 MAIN STREET EAST,NULL,PORT COLBORNE,L3K 1S5,1,2018-06-05 04:35:38.697,1598866,2018-06-05 04:35:39.000,NULL,42.900728,-79.235192,America/Toronto,C,544,CA
101701,1701,A,205,7981 120th ST,NULL,DELTA,V4K 6P6,1,2018-06-29 04:36:54.130,1598866,2018-06-29 04:36:54.000,NULL,49.148272,-122.890347,America/Vancouver,C,537,CA
101702,1702,A,170,105 Boul Cardinal-Leger,NULL,PINCOURT,J7V 3Y3,1,2018-07-15 04:39:48.287,1598866,2018-07-15 04:39:48.000,NULL,45.383336,-73.992941,America/Montreal,C,546,CA
101703,1703,A,170,456 BRUCE STREET,NULL,HEPWORTH,N0H 1P0,1,2018-06-29 14:33:33.920,1598866,2018-06-29 14:33:34.000,NULL,44.634024,-81.134226,America/Toronto,C,544,CA
101704,1704,A,170,2094 DUNDAS STREET,NULL,LONDON,N5V 1R2,1,2018-07-10 10:59:42.743,1598866,2018-07-10 10:59:43.000,NULL,43.009559,-81.160276,America/Toronto,C,544,CA
101705,1705,A,170,1050 DOUGLAS AVE,NULL,FREDERICTON,E3A 9N2,1,2018-07-03 04:39:01.273,1598866,2018-07-03 04:39:01.000,NULL,45.989049,-66.652234,America/Moncton,C,539,CA
101706,1706,A,170,29 COMMERCIAL ST,NULL,DOMINION,B0A 1E0,1,2018-07-03 04:39:01.617,1,2018-07-19 05:01:07.000,NULL,46.211282,-60.020161,America/Halifax,C,541,CA
101707,1707,A,170,"208, BOUL. ST-RAYMOND",NULL,GATINEAU,J9A 3H6,1,2018-07-15 04:39:49.057,1598866,2018-07-15 04:39:49.000,NULL,45.436797,-75.766525,America/Montreal,C,546,CA
101708,1708,A,170,"327 Boulevard Maloney, Est, Gatineau, QC J8P 1E2",NULL,GATINEAU,J8P 1E2,1,2018-07-15 04:39:50.160,1598866,2018-07-15 04:39:50.000,NULL,45.484679,-75.642927,America/Montreal,C,546,CA
101709,1709,A,170,26 OVERLEA BLVD,NULL,EAST YORK,M4H 1A4,1,2018-06-26 09:41:56.747,1598866,2018-06-26 09:41:57.000,NULL,43.705053,-79.350432,America/Toronto,C,544,CA
101710,1710,A,175,1230 PEMBROKE ST WEST,NULL,PEMBROKE,K8A 4G4,1,2018-06-11 12:18:28.593,1598866,2018-06-11 12:18:29.000,NULL,45.832525,-77.148093,America/Toronto,C,544,CA
101711,1711,A,170,1327 DUNDAS STREET E,NULL,MISSISSAUGA,L4Y 2C7,1,2018-07-10 13:03:28.973,1598866,2018-07-10 13:03:29.000,NULL,44.337850,-76.148912,America/Toronto,C,544,CA
101712,1712,A,170,6767 AIRPORT ROAD,NULL,MISSISSAUGA,L4V 1E6,1,2018-06-29 17:55:57.490,1598866,2018-06-29 17:55:57.000,NULL,43.699591,-79.635918,America/Toronto,C,544,CA
101713,1713,A,170,3285 DERRY RD WEST,NULL,MISSISSAUGA,L5N 7L7,1,2018-06-05 04:35:44.567,1598866,2018-06-05 04:35:44.000,NULL,43.581926,-79.778737,America/Toronto,C,544,CA
101714,1714,A,195,620 COUNTRY HILLS BLVD NE,NULL,CALGARY,T3J 3T9,1,2018-05-27 04:37:00.237,1598866,2018-05-27 04:37:00.000,NULL,51.154676,-114.060382,America/Edmonton,C,536,CA
101716,1716,A,170,547 GRAND LAKE ROAD,NULL,SYDNEY,B1P 5T3,1,2018-07-03 04:39:01.970,1,2018-07-19 05:01:07.000,NULL,46.146889,-60.152949,America/Halifax,C,541,CA
101717,1717,A,170,"75 BELL BLVD, HALIFAX INTERNATIONAL AIRPORT",NULL,ENFIELD,B2T 1K3,1,2018-07-03 04:39:02.307,1598866,2018-07-03 04:39:02.000,NULL,44.879296,-63.523095,America/Halifax,C,541,CA
101718,1718,A,170,1200-1208 MURPHY ROAD,NULL,SARNIA,N7S 2Y2,1,2018-07-05 12:28:30.840,1598866,2018-07-05 12:28:31.000,NULL,42.999159,-82.365135,America/Toronto,C,544,CA
101719,1719,A,170,465 PHILLIP ST,NULL,WATERLOO,N2L 6C7,1,2018-06-17 13:25:56.307,1598866,2018-06-17 13:25:57.000,NULL,43.484645,-80.540250,America/Toronto,C,544,CA
101720,1720,A,170,1475 VICTORIA ST N,NULL,KITCHENER,N2B 3E4,1,2018-07-02 16:19:12.810,1598866,2018-07-02 16:19:13.000,NULL,43.471597,-80.440765,America/Toronto,C,544,CA
101721,1721,A,170,1440 Boul Cure-Labelle,NULL,LAVAL,H7V 2W1,1,2018-07-15 04:39:50.910,1598866,2018-07-15 04:39:51.000,NULL,45.548063,-73.756689,America/Montreal,C,546,CA
101722,1722,A,170,3901 SANDWICH STREET,NULL,WINDSOR,N9C 4H7,1,2018-06-15 15:18:59.680,1598866,2018-06-15 15:19:00.000,NULL,42.288239,-83.083686,America/Toronto,C,544,CA
101723,1723,A,170,731 EASTERN AVE,NULL,TORONTO,M4M 3H6,1,2018-06-05 04:35:47.733,1598866,2018-06-05 04:35:48.000,NULL,43.659637,-79.328902,America/Toronto,C,544,CA
101724,1724,A,170,715 RENFORTH AVE,NULL,ETOBICOKE,M9C 2N7,1,2018-07-05 12:08:33.677,1598866,2018-07-05 12:08:34.000,NULL,43.660382,-79.583279,America/Toronto,C,544,CA
101725,1725,A,165,6040 HIGHWAY #7,NULL,MARKHAM,L3P 3A8,1,2018-07-14 22:45:50.893,1598866,2018-07-14 22:45:51.000,NULL,43.874768,-79.258620,America/Toronto,C,544,CA
101726,1726,A,195,336 LANSDOWNE AVE,NULL,PETERBOROUGH,K9J 6X9,1,2018-06-12 11:32:26.980,1598866,2018-06-12 11:32:27.000,NULL,44.291543,-78.292225,America/Toronto,C,544,CA
101727,1727,A,170,1255 SUMAS WAY,NULL,ABBOTSFORD,V2S 7P5,1,2018-07-04 19:23:01.267,1598866,2018-07-04 19:23:01.000,NULL,49.025080,-122.265952,America/Vancouver,C,537,CA
101728,1728,A,170,54 RUE CANADA,NULL,Saint-Quentin,E8A 1G1,1,2018-07-03 04:39:02.653,1598866,2018-07-03 04:39:03.000,NULL,47.500074,-67.391521,America/Moncton,C,539,CA
101730,1730,A,195,"GENERAL DELIVERY, PO BOX 201",NULL,BORDEN CARLETON,C0B 1X0,1,2018-07-15 03:17:06.980,1598866,2018-07-15 03:17:07.000,NULL,46.254814,-63.689839,America/Halifax,C,545,CA
101731,1731,A,195,1499 UPPER MIDDLE ROAD,NULL,OAKVILLE,L6M 3G3,1,2018-06-05 04:35:50.547,1598866,2018-06-05 04:35:50.000,NULL,43.438488,-79.743762,America/Toronto,C,544,CA
101732,1732,A,170,6720 HART HIGHWAY,NULL,PRINCE GEORGE,V2K 3A6,1,2018-07-09 19:07:59.237,1598866,2018-07-09 19:07:59.000,NULL,53.990230,-122.787375,America/Vancouver,C,537,CA
101733,1733,A,195,3445 HURONTARIO ST,NULL,MISSISSAUGA,L5A 2H4,1,2018-07-10 14:09:16.987,1598866,2018-07-10 14:09:17.000,NULL,43.589246,-79.628263,America/Toronto,C,544,CA
101735,1735,A,210,"40 BAY STREET, MAPLE LEAF SPORTS AND ENTERTAINMENT, SUITE 400",NULL,TORONTO,M5J 2X2,1,2018-06-05 04:35:52.033,1598866,2018-06-05 04:35:52.000,NULL,43.643130,-79.377880,America/Toronto,C,544,CA
101736,1736,A,170,700 WESTMOUNT RD E,NULL,KITCHENER,N2M 1R9,1,2018-06-23 18:52:01.497,1598866,2018-06-23 18:52:02.000,NULL,43.419461,-80.501427,America/Toronto,C,544,CA
101737,1737,A,170,"210, RUE ST-CHARLES",NULL,Sainte-Therese,J7E 2B4,1,2018-07-15 04:39:51.630,1598866,2018-07-15 04:39:51.000,NULL,45.644080,-73.860322,America/Montreal,C,546,CA
101739,1739,A,170,510 ADMIRAL DR,NULL,LONDON,N5V 5H2,1,2018-06-13 17:29:04.007,1598866,2018-06-13 17:29:04.000,NULL,43.003359,-81.152880,America/Toronto,C,544,CA
101740,1740,A,175,11975 HURONTARIO ST,NULL,BRAMPTON,L6Z 4P7,1,2018-07-14 04:02:20.507,1598866,2018-07-14 04:02:20.000,NULL,43.733701,-79.824305,America/Toronto,C,544,CA
101741,1741,A,170,60 ELM STREET,NULL,ST THOMAS,N5R 6G6,1,2018-07-09 10:10:31.473,1598866,2018-07-09 10:10:31.000,NULL,42.765037,-81.196891,America/Toronto,C,544,CA
101742,1742,A,235,1781 UPPER WATER ST - HALIFAX FERRY TERMNAL,NULL,HALIFAX,B3J 3R6,1,2018-07-03 04:39:03.683,1598866,2018-07-03 04:39:04.000,NULL,44.648947,-63.572337,America/Halifax,C,541,CA
101743,1743,A,235,"88 ALDERNEY DR, DARTMOUTH FERRY TERMINAL",NULL,DARTMOUTH,B2Y 2N5,1,2018-07-03 04:39:04.387,1598866,2018-07-03 04:39:04.000,NULL,44.664010,-63.569359,America/Halifax,C,541,CA
101744,1744,A,170,147 McALLISTER DR - EXHIBITION PLAZA,NULL,SAINT JOHN,E2J 2S6,1,2018-07-08 18:26:41.420,1598866,2018-07-08 18:26:41.000,NULL,45.311846,-66.017709,America/Moncton,C,539,CA
101745,1745,A,195,3579 TECUMSEH RD,NULL,WINDSOR,N8W 1H5,1,2018-07-13 13:23:34.050,1598866,2018-07-13 13:23:34.000,NULL,42.304593,-82.980875,America/Toronto,C,544,CA
101746,1746,A,175,638 BELMONT AVE WEST,NULL,KITCHENER,N2M 1N6,1,2018-06-09 16:41:54.817,1598866,2018-06-09 16:41:55.000,NULL,43.452175,-80.516622,America/Toronto,C,544,CA
101747,1747,A,170,1185 49TH AVE NE,NULL,CALGARY,T2E 8V2,1,2018-05-27 04:37:01.847,1598866,2018-05-27 04:37:02.000,NULL,51.096596,-114.034411,America/Edmonton,C,536,CA
101748,1748,A,170,"6495, RUE ST-JACQUES",NULL,MONTREAL,H4B 1V1,1,2018-07-15 04:39:52.787,1598866,2018-07-15 04:39:53.000,NULL,45.462100,-73.623300,America/Montreal,C,546,CA
101749,1749,A,170,1665 HUNT CLUB ROAD,NULL,OTTAWA,K1V 1C1,1,2018-07-09 16:23:35.573,1598866,2018-07-09 16:23:36.000,NULL,45.360725,-75.630744,America/Toronto,C,544,CA
101750,1750,A,170,730 KING STREET WEST,NULL,KITCHENER,N2G 1E6,1,2018-06-05 04:35:58.317,1598866,2018-06-05 04:35:58.000,NULL,43.455484,-80.506109,America/Toronto,C,544,CA
101751,1751,A,170,"160 CARIBOU HIGHWAY, PO BOX 2428",NULL,100 MILE HOUSE,V0K 2E0,1,2018-07-09 04:42:02.163,1598866,2018-07-09 04:42:02.000,NULL,51.646173,-121.296618,America/Vancouver,C,537,CA
101752,1752,A,225,"HWY 401 WEST, ESSO SERVICE STATION, PO BOX 111",NULL,INGERSOLL,N5C 3K1,1,2018-06-05 04:35:59.367,1598866,2018-06-05 04:35:59.000,NULL,43.057707,-80.814099,America/Toronto,C,544,CA
101753,1753,A,170,642 GRANVILLE ST E,NULL,BRIDGETOWN,B0S 1C0,1,2018-07-03 04:39:05.390,1598866,2018-07-03 04:39:05.000,NULL,44.845716,-65.268821,America/Halifax,C,541,CA
101754,1754,A,145,7690 WOODBINE AVE,NULL,MARKHAM,L3R 2N2,1,2018-07-10 23:53:52.697,1598866,2018-07-10 23:53:53.000,NULL,43.830585,-79.353615,America/Toronto,C,544,CA
101755,1755,A,170,14872 YONGE STREET,NULL,AURORA,L4G 1N2,1,2018-07-11 09:39:13.103,1598866,2018-07-11 09:39:13.000,NULL,43.990792,-79.465674,America/Toronto,C,544,CA
101756,1756,A,170,835 ST MARY'S RD,NULL,WINNIPEG,R2M 3P5,1,2018-06-23 04:37:44.313,1598866,2018-06-23 04:37:44.000,NULL,49.848990,-97.111824,America/Winnipeg,C,538,CA
101757,1757,A,170,5927 SIGNAL HILL CENTRE,NULL,CALGARY,T3H 3P8,1,2018-07-10 19:16:46.567,1598866,2018-07-10 19:16:47.000,NULL,51.016806,-114.173595,America/Edmonton,C,536,CA
101759,1759,A,195,1136 GOLF LINKS ROAD,NULL,ANCASTER,L9G 3K9,1,2018-07-10 17:05:16.770,1598866,2018-07-10 17:05:17.000,NULL,43.227794,-79.937245,America/Toronto,C,544,CA
101760,1760,A,175,"10080 88 AVE, PO BOX 3087",NULL,FORT SASKATCHEWAN,T8L 0J4,1,2018-06-29 19:24:46.867,1598866,2018-06-29 19:24:47.000,NULL,53.700295,-113.205206,America/Edmonton,C,536,CA
101761,1761,A,170,"329 KENT ST W, PO BOX 254",NULL,LINDSAY,K9V 2Z7,1,2018-06-06 04:36:13.380,1598866,2018-06-06 04:36:13.000,NULL,44.351206,-78.753501,America/Toronto,C,544,CA
101762,1762,A,175,3310 STEELES AVE W,NULL,CONCORD,L4K 1A2,1,2018-07-08 22:40:38.927,1598866,2018-07-08 22:40:39.000,NULL,43.774049,-79.530448,America/Toronto,C,544,CA
101763,1763,A,170,2 INTERMODAL DR,NULL,BRAMPTON,L6T 5S5,1,2018-06-05 04:36:03.297,1598866,2018-06-05 04:36:03.000,NULL,43.731104,-79.678529,America/Toronto,C,544,CA
101764,1764,A,175,91 Southdale Rd,NULL,LONDON,N6C 4X5,1,2018-06-05 04:36:03.987,1598866,2018-06-05 04:36:04.000,NULL,42.940410,-81.256850,America/Toronto,C,544,CA
101766,1766,A,170,1840 MAIN STREET,NULL,MONCTON,E1E 1H7,1,2018-07-03 04:39:05.740,1598866,2018-07-03 04:39:06.000,NULL,46.075842,-64.802045,America/Moncton,C,539,CA
101767,1767,A,170,17725 YONGE STREET,NULL,NEWMARKET,L3Y 7C1,1,2018-06-23 11:26:26.420,1598866,2018-06-23 11:26:26.000,NULL,44.060103,-79.481116,America/Toronto,C,544,CA
101768,1768,A,175,"3260, RUE KING OUEST",NULL,SHERBROOKE,J1L 1C9,1,2018-06-30 04:35:59.060,1,2018-07-19 05:01:03.000,NULL,45.394339,-71.949981,America/Montreal,C,546,CA
101769,1769,A,170,5250 DUNDAS ST WEST,NULL,ETOBICOKE,M9B 1A9,1,2018-07-08 13:07:18.560,1598866,2018-07-08 13:07:19.000,NULL,43.638140,-79.538624,America/Toronto,C,544,CA
101770,1770,A,175,2706 MAYOR MAGRATH DR,NULL,LETHBRIDGE,T1K 7J5,1,2018-07-14 23:42:17.943,1598866,2018-07-14 23:42:18.000,NULL,49.666273,-112.797407,America/Edmonton,C,536,CA
101771,1771,A,170,1043 MEMORIAL AVE,NULL,THUNDER BAY,P7B 4A4,1,2018-06-23 04:37:45.767,1,2018-07-19 05:01:03.000,NULL,48.405487,-89.245032,America/Toronto,C,544,CA
101772,1772,A,170,"85 OHIO RD, PO BOX 1095",NULL,SHELBURNE,B0T 1W0,1,2018-07-09 19:19:23.403,1598866,2018-07-09 19:19:23.000,NULL,43.777643,-65.339736,America/Halifax,C,541,CA
101773,1773,A,175,1047 BARRINGTON ST,NULL,HALIFAX,B3H 2P8,1,2018-07-03 12:32:38.060,1598866,2018-07-03 12:32:38.000,NULL,44.636978,-63.569079,America/Halifax,C,541,CA
101774,1774,A,170,821 DUNDAS STREET WEST,NULL,WHITBY,L1N 2N6,1,2018-06-06 04:36:15.163,1598866,2018-06-06 04:36:15.000,NULL,43.876735,-78.954586,America/Toronto,C,544,CA
101776,1776,A,170,"1359 CLIVEDEN AVE, ANNACIS ISLAND",NULL,DELTA,V3M 6C7,1,2018-06-18 18:55:32.260,1598866,2018-06-18 18:55:32.000,NULL,49.169121,-122.958488,America/Vancouver,C,537,CA
101777,1777,A,170,"840, BOUL. L'ANGE-GARDIEN NORD,  LOCAL 5",NULL,L'ASSOMPTION,J5W 1P6,1,2018-07-10 04:38:32.297,1,2018-07-19 05:01:03.000,NULL,45.839454,-73.414186,America/Montreal,C,546,CA
101778,1778,A,195,45571 YALE RD,NULL,CHILLIWACK,V2P 2N1,1,2018-07-11 22:05:46.607,1598866,2018-07-11 22:05:47.000,NULL,49.153148,-121.963739,America/Vancouver,C,537,CA
101779,1779,A,170,"1615, RUE DU SUD",NULL,COWANSVILLE,J2K 2Z4,1,2018-06-28 12:03:16.100,1598866,2018-06-28 12:03:16.000,NULL,45.190800,-72.754800,America/Montreal,C,546,CA
101780,1780,A,170,201 MADAWASKA BLVD,NULL,ARNPRIOR,K7S 1S6,1,2018-07-14 22:07:16.750,1598866,2018-07-14 22:07:17.000,NULL,45.432220,-76.343114,America/Toronto,C,544,CA
101781,1781,A,170,6620 ORR DRIVE,NULL,RED DEER,T4P 3V8,1,2018-05-27 04:37:04.803,1598866,2018-05-27 04:37:05.000,NULL,52.288091,-113.850854,America/Edmonton,C,536,CA
101783,1783,A,170,405 HURONIA RD,NULL,BARRIE,L4N 8Z1,1,2018-06-06 04:36:17.470,1598866,2018-06-06 04:36:17.000,NULL,44.352749,-79.664712,America/Toronto,C,544,CA
101784,1784,A,175,33 JOSEPHINE ST,NULL,WINGHAM,N0G 2W0,1,2018-06-23 16:39:39.303,1598866,2018-06-23 16:39:39.000,NULL,43.880924,-81.316614,America/Toronto,C,544,CA
101785,1785,A,170,11740 100 STREET,NULL,GRANDE PRAIRIE,T8V 4H5,1,2018-07-13 04:39:52.640,1598866,2018-07-13 04:39:52.000,NULL,55.187179,-118.795995,America/Edmonton,C,536,CA
101786,1786,A,170,800 WYANDOTTE ST E,NULL,WINDSOR,N9A 1Z2,1,2018-06-26 05:06:31.890,1598866,2018-06-26 05:06:32.000,NULL,42.318559,-83.025447,America/Toronto,C,544,CA
101787,1787,A,235,"1120 GRANT AVE -SHOPPING CENTRE, UNIT 3460",NULL,WINNIPEG,R3M 2A6,1,2018-07-14 15:55:43.513,1598866,2018-07-14 15:55:44.000,NULL,49.857402,-97.165154,America/Winnipeg,C,538,CA
101788,1788,A,170,3411 MAVIS ROAD,NULL,MISSISSAUGA,L5C 1T7,1,2018-06-05 04:36:10.600,1598866,2018-06-05 04:36:10.000,NULL,43.574848,-79.644789,America/Toronto,C,544,CA
101789,1789,A,170,2970 CARLING AVENUE,NULL,OTTAWA,K2B 7J7,1,2018-07-09 18:18:04.490,1598866,2018-07-09 18:18:04.000,NULL,45.355548,-75.803319,America/Toronto,C,544,CA
101790,1790,A,175,3405 NORTH SERVICE RD E,NULL,WINDSOR,N8W 5R7,1,2018-06-28 14:04:46.400,1598866,2018-06-28 14:04:47.000,NULL,42.287146,-82.971093,America/Toronto,C,544,CA
