id	location_cd	status_cd		type_id	street_address1	street_address2	city	postal_cd	created_user_id	created_datetime	updated_user_id	updated_datetime	region_id	latitude	longitude	time_zone	temperature_scale	country_part	country_cd
102166	2166	A	#N/A	190	"5005, BOUL. COUSINEAU"	NULL	ST-HUBERT	J3Y 3K7	1	22:22.2	1598866	22:22.0	NULL	45.506	-73.4308	America/Montreal	C	546	CA
102167	2167	A	#N/A	170	3295 MONARCH DRIVE	NULL	ORILLIA	L3V 7Z4	1	37:12.5	1598866	37:12.0	NULL	44.610863	-79.450547	America/Toronto	C	544	CA
102168	2168	A	#N/A	170	6966 FINANCIAL DRIVE	NULL	MISSISSAUGA	L5N 8J4	1	41:18.4	1598866	41:19.0	NULL	43.609596	-79.749907	America/Toronto	C	544	CA
102169	2169	A	#N/A	175	"1, RUE ST-DENIS"	NULL	BROMONT	J2L 3G2	1	52:53.0	1598866	52:53.0	NULL	45.3328	-72.6485	America/Montreal	C	546	CA
102170	2170	A	#N/A	235	299 DOON VALLEY DRIVE	NULL	KITCHENER	N2G 4M4	1	38:55.1	1598866	38:55.0	NULL	43.390084	-80.403587	America/Toronto	C	544	CA
102171	2171	A	#N/A	170	1655 18TH STREET	NULL	BRANDON	R7A 5C6	1	15:45.6	1598866	15:46.0	NULL	49.825519	-99.960707	America/Winnipeg	C	538	CA
102172	2172	A	#N/A	170	12169 72ND AVENUE	NULL	SURREY	V3W 2M1	1	43:44.2	1598866	43:44.0	NULL	49.134478	-122.886005	America/Vancouver	C	537	CA
102173	2173	A	#N/A	175	"3077 152 STREET, UNIT 600"	NULL	SURREY	V4P 3K1	1	43:44.9	1598866	43:45.0	NULL	49.058132	-122.802342	America/Vancouver	C	537	CA
102174	2174	A	#N/A	170	164 COLBORNE STREET WEST	NULL	BRANTFORD	N3T 1L2	1	11:34.9	1598866	11:35.0	NULL	43.131462	-80.276117	America/Toronto	C	544	CA
102175	2175	A	#N/A	170	1384 MAIN STREET	NULL	NORTH VANCOUVER	V7J 1C6	1	43:45.6	1598866	43:45.0	NULL	49.306632	-123.034646	America/Vancouver	C	537	CA
102176	2176	A	#N/A	190	1447 LAKESHORE ROAD	NULL	BURLINGTON	L7S 1B3	1	14:29.7	1598866	14:30.0	NULL	43.323929	-79.797709	America/Toronto	C	544	CA
102177	2177	A	#N/A	175	3691 STRANDHERD DRIVE	NULL	NEPEAN	K2J 4G8	1	48:23.9	1598866	48:24.0	NULL	45.2711	-75.744301	America/Toronto	C	544	CA
102178	2178	A	#N/A	235	"700 ROSS AVE. EAST, T.D.H., ATTN:  BARB POULIN - DIETARY"	NULL	TIMMINS	P4N 8P2	1	37:13.9	1598866	37:14.0	NULL	48.48599	-81.31602	America/Toronto	C	544	CA
102179	2179	A	#N/A	195	3100 MAJOR MACKENZIE DRIVE	NULL	MAPLE	L6A 1S1	1	14:18.1	1598866	14:18.0	NULL	43.84987	-79.537602	America/Toronto	C	544	CA
102180	2180	A	#N/A	190	"2955, CH. DE CHAMBLY"	NULL	LONGUEUIL	J4L 1M7	1	28:19.5	1598866	28:19.0	NULL	45.5195	-73.4575	America/Montreal	C	546	CA
102181	2181	A	#N/A	205	562 TRAFALGAR ROAD	NULL	OAKVILLE	L6J 3J2	1	38:59.9	1598866	39:00.0	NULL	43.457849	-79.682047	America/Toronto	C	544	CA
102182	2182	A	#N/A	190	843 DON MILLS ROAD	NULL	NORTH YORK	M3C 1V4	1	42:16.9	1598866	42:17.0	NULL	43.72284	-79.339138	America/Toronto	C	544	CA
102183	2183	A	#N/A	190	140 KENNEDY ROAD NORTH	NULL	BRAMPTON	L6V 2N4	1	17:08.3	1598866	17:08.0	NULL	43.702719	-79.758695	America/Toronto	C	544	CA
102184	2184	A	#N/A	170	305 ARTHUR STREET SOUTH	NULL	ELMIRA	N3B 2P5	1	34:40.8	1598866	34:41.0	NULL	43.583957	-80.561766	America/Toronto	C	544	CA
102185	2185	A	#N/A	170	171 BENTWORTH STREET	NULL	NORTH YORK	M6A 1P7	1	39:02.9	1598866	39:03.0	NULL	43.719511	-79.468333	America/Toronto	C	544	CA
102186	2186	I	#N/A	165	"1253, AV. MCGILL COLLEGE (TUNNEL)"	NULL	MONTRÉAL	H3B 2Y5	1	43:50.9	1	43:50.9	NULL	45.501858	-73.570694	America/Montreal	C	546	CA
102187	2187	A	#N/A	165	70 JAMES STREET	NULL	ST CATHARINES	L2R 5C1	1	05:06.5	1598866	05:06.0	NULL	43.159089	-79.245908	America/Toronto	C	544	CA
102188	2188	A	#N/A	170	28 MURPHY SQUARE	NULL	CORNER BROOK	A2H 2Z3	1	39:35.3	1598866	39:35.0	NULL	48.958363	-57.924711	America/St_Johns	C	540	CA
102189	2189	A	#N/A	170	"300 ONTARIO STREET, PO BOX 28"	NULL	CLINTON	N0M 1L0	1	44:06.7	1598866	44:07.0	NULL	43.613007	-81.531003	America/Toronto	C	544	CA
102190	2190	A	#N/A	235	EDMONTON AIRPORT (ARRIVALS)	NULL	EDMONTON	T5J 2T2	1	37:16.1	1598866	37:16.0	NULL	53.308487	-113.58501	America/Edmonton	C	536	CA
102191	2191	A	#N/A	170	1875 CRANBROOK ST. N.	NULL	CRANBROOK	V1C 3S9	1	04:24.8	1598866	04:25.0	NULL	49.530352	-115.747774	America/Edmonton	C	537	CA
102192	2192	A	#N/A	170	3316 LAKESHORE ROAD WEST	NULL	ETOBICOKE	M9W 1M9	1	14:03.2	1598866	14:03.0	NULL	43.596775	-79.524817	America/Toronto	C	544	CA
102193	2193	I	#N/A	235	3500 CARLING AVE	NULL	NEPEAN	K2H 8E9	1	43:50.9	1	43:50.9	NULL	45.35458	-75.849998	America/Toronto	C	544	CA
102194	2194	A	#N/A	175	37444A HWY #2 SOUTH	NULL	RED DEER COUNTY	T4E 1B2	1	14:56.1	1598866	14:56.0	NULL	52.209259	-113.815076	America/Edmonton	C	536	CA
102195	2195	A	#N/A	235	250 BLOOR STREET	NULL	TORONTO	M4W 1E5	1	39:06.4	1598866	39:06.0	NULL	43.672436	-79.380981	America/Toronto	C	544	CA
102196	2196	A	#N/A	170	211 LOUTH STREET	NULL	ST CATHARINES	L2R 7B5	1	13:53.9	1598866	13:54.0	NULL	43.145047	-79.260891	America/Toronto	C	544	CA
102197	2197	A	#N/A	235	"1000 AIRPORT PARKWAY PRIVATE, OTTAWA  AIRPORT (ARRIVALS LEVEL), B1245"	NULL	OTTAWA	K1V 9B4	1	37:14.9	1598866	37:15.0	NULL	45.322943	-75.667435	America/Toronto	C	544	CA
102198	2198	A	#N/A	190	4085 Rue Belanger	NULL	MONTREAL	H1X 1B9	1	37:58.8	1598866	37:59.0	NULL	45.565	-73.5879	America/Montreal	C	546	CA
102199	2199	A	#N/A	195	115 Boul Cremazie Ouest	NULL	MONTREAL	H2N 1L4	1	37:59.0	1598866	37:59.0	NULL	45.54006	-73.643323	America/Montreal	C	546	CA
102200	2200	A	#N/A	190	10606 HEARTLAKE ROAD	NULL	BRAMPTON	L6V 2N4	1	27:38.9	1598866	27:39.0	NULL	43.736396	-79.780758	America/Toronto	C	544	CA
102201	2201	A	#N/A	190	"1515, BOUL. TASCHEREAU"	NULL	LONGUEUIL	J4K 2X8	1	36:05.4	1598866	36:05.0	NULL	45.5128	-73.4996	America/Montreal	C	546	CA
102203	2203	A	#N/A	170	367 Montee Industrielle-Et-Commerciale	NULL	RIMOUSKI	G5M 1Y1	1	07:41.3	1598866	07:41.0	NULL	48.457596	-68.496919	America/Montreal	C	546	CA
102204	2204	A	#N/A	170	1167 GARRISON ROAD	NULL	FORT ERIE	L2A 1N8	1	03:02.7	1598866	03:03.0	NULL	42.904435	-78.958955	America/Toronto	C	544	CA
102205	2205	A	#N/A	170	2600 Boul Des Recollets	NULL	TROIS-RIVIERES	G8Z 3X7	1	45:04.8	1598866	45:05.0	NULL	46.335021	-72.576159	America/Montreal	C	546	CA
102206	2206	A	#N/A	165	"4819, AV. VAN HORNE,  LOCAL 117A"	NULL	MONTREAL	H3W 1J2	1	38:00.0	1598866	38:00.0	NULL	45.4941	-73.6384	America/Montreal	C	546	CA
102207	2207	A	#N/A	175	25 WOODSTREAM BLVD	NULL	WOODBRIDGE	L4L 7Y8	1	58:56.1	1598866	58:56.0	NULL	43.77653	-79.604804	America/Toronto	C	544	CA
102208	2208	A	#N/A	170	8010 YONGE STREET	NULL	INNISFIL	L9S 1L5	1	06:04.5	1598866	06:04.0	NULL	44.329364	-79.621157	America/Toronto	C	544	CA
102209	2209	A	#N/A	170	845 ONTARIO ROAD	NULL	WELLAND	L3B 5E2	1	36:38.7	1598866	36:39.0	NULL	42.97512	-79.238664	America/Toronto	C	544	CA
102210	2210	A	#N/A	170	350 HESPELER ROAD	NULL	CAMBRIDGE	N1R 7N7	1	34:39.3	1598866	34:39.0	NULL	43.39077	-80.32318	America/Toronto	C	544	CA
102211	2211	A	#N/A	170	8002 SPARROW CRESCENT	NULL	LEDUC	T9E 7G1	1	36:04.8	1598866	36:05.0	NULL	53.30112	-113.546483	America/Edmonton	C	536	CA
102212	2212	A	#N/A	175	"4216 ELKO DRIVE, RPO River Valley"	NULL	WHITECOURT	T7S 1W8	1	16:10.0	1598866	16:10.0	NULL	54.131698	-115.670867	America/Edmonton	C	536	CA
102213	2213	A	#N/A	155	194 RIVERSIDE DRIVE	NULL	NORTH VANCOUVER	V7H 1T9	1	43:53.7	1598866	43:53.0	NULL	49.305348	-123.019134	America/Vancouver	C	537	CA
102214	2214	A	#N/A	170	"2655 EGLINTON AVE WEST, THE ERIN MILLS TOWN CENTRE"	NULL	MISSISSAUGA	L5M 7E1	1	59:05.2	1598866	59:05.0	NULL	43.555801	-79.710803	America/Toronto	C	544	CA
102215	2215	A	#N/A	190	"17145 YONGE STREET, ON THE RUN CONVENIENCE STORE"	NULL	NEWMARKET	L3Y 5L8	1	37:16.3	1598866	37:16.0	NULL	44.045786	-79.477745	America/Toronto	C	544	CA
102216	2216	A	#N/A	170	87 KENNEDY ROAD SOUTH	NULL	BRAMPTON	L6W 3G1	1	51:19.7	1598866	51:20.0	NULL	43.688215	-79.739738	America/Toronto	C	544	CA
102218	2218	A	#N/A	170	1399 COLBORNE ST	NULL	SARNIA	N7V 3L8	1	15:34.2	1598866	15:34.0	NULL	43.005112	-82.388232	America/Toronto	C	544	CA
102219	2219	A	#N/A	170	"24266 WOODBINE AVENUE, ERNLYN LANCOR"	NULL	KESWICK	L4P 2E9	1	30:21.7	1598866	30:22.0	NULL	44.235189	-79.449654	America/Toronto	C	544	CA
102220	2220	A	#N/A	205	3205 ARBUTUS STREET	NULL	VANCOUVER	V6J 3Z4	1	37:16.9	1598866	37:17.0	NULL	49.257246	-123.152937	America/Vancouver	C	537	CA
102221	2221	A	#N/A	195	"10433, BOUL. PIE-IX"	NULL	MONTREAL-NORD	H1H 3Z9	1	38:01.8	1598866	38:02.0	NULL	45.587468	-73.63288	America/Montreal	C	546	CA
102222	2222	A	#N/A	200	2 COUNTY ROAD 46	NULL	MAIDSTONE	N0R 1K0	1	23:27.5	1598866	23:27.0	NULL	42.219722	-82.874368	America/Toronto	C	544	CA
102223	2223	A	#N/A	195	2645 STEELES AVENUE EAST	NULL	BRAMPTON	L6T 4L7	1	39:17.8	1598866	39:18.0	NULL	43.723902	-79.668794	America/Toronto	C	544	CA
102224	2224	A	#N/A	165	246 BLOOR STREET WEST & BEDFORD RD	NULL	TORONTO	M5S 1V4	1	39:20.0	1598866	39:20.0	NULL	43.668242	-79.397654	America/Toronto	C	544	CA
102225	2225	A	#N/A	170	1322 COMMISSIONERS ROAD WEST	NULL	LONDON	N6K 1E1	1	46:43.7	1598866	46:44.0	NULL	42.960376	-81.335678	America/Toronto	C	544	CA
102226	2226	A	#N/A	170	9801 JANE STREET	NULL	VAUGHAN	L6A 3N9	1	14:17.8	1598866	14:18.0	NULL	43.848403	-79.535745	America/Toronto	C	544	CA
102227	2227	A	#N/A	205	3312 GRANDVIEW HIGHWAY	NULL	VANCOUVER	V5M 2G4	1	37:17.2	1598866	37:17.0	NULL	49.257917	-123.032954	America/Vancouver	C	537	CA
102228	2228	A	#N/A	190	3600 SHEPPARD AVE. EAST	NULL	SCARBOROUGH	M1T 3K8	1	50:29.8	1598866	50:30.0	NULL	43.781271	-79.29873	America/Toronto	C	544	CA
102229	2229	A	#N/A	235	5099 CREEKBANK RD	NULL	MISSISSAUGA	L4W 5N2	1	36:43.1	1598866	36:43.0	NULL	43.645928	-79.611402	America/Toronto	C	544	CA
102230	2230	A	#N/A	235	"ENGINEERING,TEACHING+LEARNING CNTR"	NULL	EDMONTON	T6G 2H6	1	37:18.1	1598866	37:18.0	NULL	53.527385	-113.529453	America/Edmonton	C	536	CA
102231	2231	A	#N/A	170	667 MAIN STREET	NULL	WOODSTOCK	E7M 2C9	1	39:36.4	1598866	39:36.0	NULL	46.151019	-67.573447	America/Moncton	C	539	CA
102232	2232	A	#N/A	235	"120, PLACE CHARLES-LE MOYNE, LOCAL 400"	NULL	LONGUEUIL	J4K 2T4	1	34:27.8	1598866	34:28.0	NULL	45.524934	-73.52162	America/Montreal	C	546	CA
102233	2233	A	#N/A	170	440 HOLLAND STREET WEST	NULL	BRADFORD	L3Z 2B4	1	19:57.2	1598866	19:57.0	NULL	44.109371	-79.584717	America/Toronto	C	544	CA
102234	2234	A	#N/A	235	1 BELL BLVD - MAIN LVL/HALIFAX INTL AIRPORT	NULL	ENFIELD	B2T 1K2	1	39:37.1	1598866	39:37.0	NULL	44.88673	-63.514777	America/Halifax	C	541	CA
102235	2235	A	#N/A	235	"1 BELL BLVD, HALIFAX INTERNATIONAL AIRPORT"	NULL	ENFIELD	B2T 1K2	1	39:37.8	1598866	39:38.0	NULL	44.886849	-63.514635	America/Halifax	C	541	CA
102236	2236	A	#N/A	235	"HOLT ROAD S, DARLINGTON NUCLEAR PLANT"	NULL	BOWMANVILLE	L1C 3Z8	1	30:27.4	1598866	30:27.0	NULL	43.879954	-78.720388	America/Toronto	C	544	CA
102237	2237	A	#N/A	175	2951 BANK STREET	NULL	GLOUCESTER	K1T 1N9	1	04:37.5	1598866	04:37.0	NULL	45.347334	-75.62414	America/Toronto	C	544	CA
102238	2238	A	#N/A	170	9200 WESTON ROAD	NULL	VAUGHAN	L4L 1A6	1	39:26.1	1598866	39:26.0	NULL	43.82713	-79.556867	America/Toronto	C	544	CA
102239	2239	A	#N/A	175	104 TRANS CANADA HIGHWAY	NULL	GANDER	A1B 1P8	1	39:38.1	1598866	39:38.0	NULL	48.950077	-54.616824	America/St_Johns	C	540	CA
102240	2240	A	#N/A	235	1070 MAJOR MACKENZIE DRIVE	NULL	RICHMOND HILL	L4S 1P3	1	37:18.6	1598866	37:19.0	NULL	43.877421	-79.41102	America/Toronto	C	544	CA
102241	2241	A	#N/A	170	177 QUEENSTON STREET	NULL	ST CATHARINES	L2R 3A3	1	00:27.2	1598866	00:27.0	NULL	43.162548	-79.227395	America/Toronto	C	544	CA
102242	2242	I	#N/A	235	Avenues Mall	NULL	NORTH YORK	M3C 1H7	1	43:50.9	1	43:50.9	NULL	43.719465	-79.342326	America/Toronto	C	544	CA
102243	2243	A	#N/A	165	253 DUCKWORTH STREET	NULL	ST JOHN'S	A1C 1G8	1	39:38.8	1598866	39:39.0	NULL	47.566481	-52.705417	America/St_Johns	C	540	CA
102244	2244	A	#N/A	170	497 MAIN STREET SOUTH	NULL	BRAMPTON	L6Y 1N6	1	39:28.6	1598866	39:28.0	NULL	43.668046	-79.737096	America/Toronto	C	544	CA
102245	2245	A	#N/A	175	150 HOLIDAY INN DRIVE	NULL	CAMBRIDGE	N3C 1Z5	1	47:58.3	1598866	47:58.0	NULL	43.418406	-80.325139	America/Toronto	C	544	CA
102246	2246	I	#N/A	235	Avenues Mall	NULL	OWEN SOUND	N4K 5N3	1	43:50.9	1	43:50.9	NULL	44.583426	-80.904909	America/Toronto	C	544	CA
102247	2247	I	#N/A	235	99 CROSS AVE	NULL	OAKVILLE	L6J 2W7	1	43:50.9	1	43:50.9	NULL	43.453411	-79.687057	America/Toronto	C	544	CA
102248	2248	A	#N/A	175	"895, RUE ST-LAURENT OUEST, PLACE LONGUEUIL"	NULL	LONGUEUIL	J4K 2V1	1	36:07.6	1598866	36:07.0	NULL	45.526889	-73.514068	America/Montreal	C	546	CA
102249	2249	A	#N/A	235	"399 BATHURST STREET, TORONTO WESTERN HOSPITAL"	NULL	TORONTO	M5T 2S8	1	37:40.6	1598866	37:41.0	NULL	43.65307	-79.406182	America/Toronto	C	544	CA
102250	2250	A	#N/A	170	1845 MIDDLETON AVENUE	NULL	BRANDON	R7C 1A7	1	49:41.1	1598866	49:41.0	NULL	49.887559	-99.963014	America/Winnipeg	C	538	CA
102251	2251	A	#N/A	170	"3003, CH. D'OKA,  SUITE 200"	NULL	STE-MARTHE-SUR-LE-LAC	J0N 1P0	1	38:03.9	1598866	38:04.0	NULL	45.53006	-73.933714	America/Montreal	C	546	CA
102252	2252	A	#N/A	170	290 HARWOOD AVE. SOUTH	NULL	AJAX	L1S 2J1	1	37:19.3	1598866	37:19.0	NULL	43.846331	-79.019986	America/Toronto	C	544	CA
102253	2253	A	#N/A	165	55 YORK STREET	NULL	TORONTO	M5J 1R7	1	34:55.7	1598866	34:56.0	NULL	43.64571	-79.382656	America/Toronto	C	544	CA
102254	2254	A	#N/A	195	"625 Rue Clemenceau, Depanneur On The Run"	NULL	Quebec	G1C 4N6	1	24:59.0	1598866	24:59.0	NULL	46.874322	-71.197699	America/Montreal	C	546	CA
102255	2255	A	#N/A	170	92 THORBURN ROAD	NULL	ST JOHN'S	A1B 3M3	1	28:27.4	1598866	28:28.0	NULL	47.564839	-52.762865	America/St_Johns	C	540	CA
102256	2256	A	#N/A	170	7502 GATEWAY BLVD  N.W.	NULL	EDMONTON	T6E 6E8	1	36:24.3	1598866	36:24.0	NULL	53.511731	-113.49482	America/Edmonton	C	536	CA
102257	2257	A	#N/A	165	524 6TH STREET	NULL	NEW WESTMINSTER	V3L 3B4	1	44:22.2	1598866	44:22.0	NULL	49.212473	-122.919562	America/Vancouver	C	537	CA
102258	2258	A	#N/A	165	444 5TH AVE SW - DOAN BLDG UNIT 101	NULL	CALGARY	T2P 2T8	1	21:18.1	1598866	21:18.0	NULL	51.048818	-114.071562	America/Edmonton	C	536	CA
102259	2259	A	#N/A	175	1518 8TH STREET	NULL	SASKATOON	S7H 0T3	1	38:21.5	1598866	38:21.0	NULL	52.114138	-106.63493	America/Regina	C	547	CA
102260	2260	A	#N/A	175	15 WALLACE STREET	NULL	NANAIMO	V9R 5B2	1	23:58.4	1598866	23:58.0	NULL	49.169833	-123.942597	America/Vancouver	C	537	CA
102261	2261	A	#N/A	170	4151 #3 ROAD	NULL	RICHMOND	V6X 2C3	1	28:19.3	1598866	28:19.0	NULL	49.183731	-123.137049	America/Vancouver	C	537	CA
102262	2262	A	#N/A	175	"723 46 AVENUE S.E., UNIT 100"	NULL	CALGARY	T2G 2A4	1	21:36.4	1598866	21:36.0	NULL	51.010453	-114.048484	America/Edmonton	C	536	CA
102263	2263	A	#N/A	170	21 WOODSTOCK STREET	NULL	TAVISTOCK	N0B 2R0	1	03:49.7	1598866	03:50.0	NULL	43.321571	-80.836804	America/Toronto	C	544	CA
102264	2264	A	#N/A	170	5 ROUTE 172	NULL	UPPER LETANG	E5C 2C7	1	39:37.4	1598866	39:37.0	NULL	45.128925	-66.784784	America/Moncton	C	539	CA
102265	2265	A	#N/A	170	7010 MUMFORD ROAD BUILDING B4	NULL	HALIFAX	B3L 2H6	1	39:36.7	1598866	39:37.0	NULL	44.647648	-63.622069	America/Halifax	C	541	CA
102266	2266	A	#N/A	195	"89, RUE QUEEN"	NULL	SHERBROOKE	J1M 1J5	1	08:31.0	1598866	08:31.0	NULL	45.36541	-71.857107	America/Montreal	C	546	CA
102267	2267	A	#N/A	170	1900 WALKERS LINE	NULL	BURLINGTON	L7M 4W5	1	12:49.3	1598866	12:49.0	NULL	43.377803	-79.806246	America/Toronto	C	544	CA
102268	2268	A	#N/A	190	7001 WOODBINE AVENUE	NULL	MARKHAM	L3R 1A3	1	41:00.9	1598866	41:01.0	NULL	43.814502	-79.348328	America/Toronto	C	544	CA
102269	2269	A	#N/A	175	102 COLUMBUS DRIVE	NULL	CARBONEAR	A1Y 1A6	1	39:36.0	1598866	39:36.0	NULL	47.725023	-53.241579	America/St_Johns	C	540	CA
102270	2270	A	#N/A	170	425 CARADOC ST	NULL	STRATHROY	N7G 2P5	1	16:48.5	1598866	16:49.0	NULL	42.947309	-81.612321	America/Toronto	C	544	CA
102271	2271	A	#N/A	190	"6860, RUE SHERBROOKE EST, Depanneur On The Run, DÉPANNEUR ON THE RUN"	NULL	MONTREAL	H1N 1E2	1	38:04.5	1598866	38:04.0	NULL	45.585535	-73.540952	America/Montreal	C	546	CA
102272	2272	A	#N/A	190	"1155, BOUL. ST-MARTIN OUEST"	NULL	LAVAL	H7S 1M8	1	38:05.1	1598866	38:05.0	NULL	45.57118	-73.722931	America/Montreal	C	546	CA
102273	2273	A	#N/A	190	461 SHEPPARD AVE. EAST	NULL	NORTH YORK	M2N 3B3	1	55:25.9	1598866	55:26.0	NULL	43.766129	-79.388722	America/Toronto	C	544	CA
102274	2274	A	#N/A	170	"17535, CH. CHARLES, RR 123"	NULL	MIRABEL	J7J 1P3	1	38:05.7	1598866	38:06.0	NULL	45.695376	-73.936363	America/Montreal	C	546	CA
102275	2275	A	#N/A	190	"3440, BOUL. ST-LAURENT"	NULL	MONTREAL	H2X 2T9	1	38:06.0	1598866	38:06.0	NULL	45.5126	-73.5699	America/Montreal	C	546	CA
102276	2276	A	#N/A	170	885 BRITANNIA ROAD WEST	NULL	MISSISSAUGA	L5V 2S8	1	39:37.9	1598866	39:38.0	NULL	43.608077	-79.701027	America/Toronto	C	544	CA
102277	2277	A	#N/A	235	"444 YONGE STREET, COLLEGE PARK, LOWER CONCOURSE"	NULL	TORONTO	M5B 2H4	1	18:58.0	1598866	18:58.0	NULL	43.661174	-79.383247	America/Toronto	C	544	CA
102278	2278	A	#N/A	235	"444 YONGE STREET, COLLEGE PARK, STREET LEVEL"	NULL	TORONTO	M5B 2H4	1	18:58.9	1598866	18:59.0	NULL	43.661221	-79.383175	America/Toronto	C	544	CA
102279	2279	A	#N/A	170	980 ST. JAMES STREET	NULL	WINNIPEG	R3H 0K3	1	43:38.2	1598866	43:39.0	NULL	49.892724	-97.201172	America/Winnipeg	C	538	CA
102280	2280	A	#N/A	170	420 MANNING CROSSING NW	NULL	EDMONTON	T5A 5A1	1	53:04.9	1598866	53:05.0	NULL	53.600696	-113.420899	America/Edmonton	C	536	CA
102281	2281	A	#N/A	165	1263-1265 BANK STREET	NULL	OTTAWA	K1S 3Y2	1	21:54.5	1598866	21:55.0	NULL	45.390584	-75.679726	America/Toronto	C	544	CA
102282	2282	A	#N/A	175	16039 97TH STREET	NULL	EDMONTON	T5X 6B1	1	10:03.9	1598866	10:04.0	NULL	53.622305	-113.491162	America/Edmonton	C	536	CA
102283	2283	A	#N/A	235	844 DON MILLS ROAD	NULL	NORTH YORK	M3C 1V7	1	39:45.3	1598866	39:45.0	NULL	43.722318	-79.342006	America/Toronto	C	544	CA
102284	2284	A	#N/A	170	"2690 BROOKDALE AVENUE, 12 FLAGS REST STOP"	NULL	CORNWALL	K6J 5Y2	1	58:57.3	1598866	58:57.0	NULL	45.047444	-74.770372	America/Toronto	C	544	CA
102285	2285	A	#N/A	205	2001 KINGSWAY (On The Run Conv Store)	NULL	VANCOUVER	V5N 2T2	1	37:19.7	1598866	37:20.0	NULL	49.245526	-123.064803	America/Vancouver	C	537	CA
102286	2286	A	#N/A	190	"6000 DUFFERIN ST NORTH, ON THE RUN CONVENIENCE STORE"	NULL	NORTH YORK	M3H 5T5	1	13:21.4	1598866	13:21.0	NULL	43.78659	-79.470494	America/Toronto	C	544	CA
102287	2287	A	#N/A	175	4403 41Sst AVE.	NULL	ROCKY MOUNTAIN HOUSE	T4T 1A6	1	30:26.7	1598866	30:27.0	NULL	52.360291	-114.906967	America/Edmonton	C	536	CA
102288	2288	A	#N/A	190	250 THE QUEENSWAY	NULL	Etobicoke	M8Y 1J4	1	09:10.5	1598866	09:10.0	NULL	43.629848	-79.487508	America/Toronto	C	544	CA
102289	2289	A	#N/A	175	156 SANDALWOOD PKWY E	NULL	BRAMPTON	L6Z 1Y5	1	04:47.0	1598866	04:47.0	NULL	43.726465	-79.796515	America/Toronto	C	544	CA
102290	2290	A	#N/A	190	7030 McLAUGHLIN ROAD	NULL	MISSISSAUGA	L5M 2B5	1	39:51.1	1598866	39:51.0	NULL	43.636425	-79.71774	America/Toronto	C	544	CA
102291	2291	A	#N/A	190	1500 FINCH AVENUE	NULL	NORTH YORK	M2J 4Y6	1	26:54.1	1598866	26:54.0	NULL	43.793088	-79.354484	America/Toronto	C	544	CA
102292	2292	A	#N/A	190	5551 FINCH AVENUE EAST	NULL	SCARBOROUGH	M1B 2T9	1	21:01.4	1598866	21:01.0	NULL	43.812849	-79.242201	America/Toronto	C	544	CA
102293	2293	A	#N/A	190	"4696 YONGE ST, ON THE RUN CONVENIENCE STORE"	NULL	NORTH YORK	M2N 5M2	1	03:30.2	1598866	03:30.0	NULL	43.758899	-79.410655	America/Toronto	C	544	CA
102294	2294	A	#N/A	235	8200 Warden Ave	NULL	Unionville	L6G 1C7	1	37:23.3	1598866	37:23.0	NULL	43.848795	-79.338364	America/Toronto	C	544	CA
102295	2295	A	#N/A	190	9817 101 STREET	NULL	FORT SASKATCHEWAN	T8L 1V5	1	38:23.3	1598866	38:23.0	NULL	53.710088	-113.212464	America/Edmonton	C	536	CA
102296	2296	A	#N/A	235	"4700 KEELE STREET, YORK UNIVERSITY, PARKING STRUCTURE II"	NULL	NORTH YORK	M3J 1B3	1	39:54.8	1598866	39:55.0	NULL	43.773054	-79.507665	America/Toronto	C	544	CA
102297	2297	A	#N/A	235	"11762 106 St NW, NAIT  ICT CENTER"	NULL	EDMONTON	T5G 2R1	1	33:55.5	1598866	33:55.0	NULL	53.567567	-113.502438	America/Edmonton	C	536	CA
102298	2298	A	#N/A	175	3319 RUE DU CARREFOUR	NULL	QUEBEC	G1C 7E1	1	04:38.5	1598866	04:39.0	NULL	46.862671	-71.215262	America/Montreal	C	546	CA
102299	2299	A	#N/A	225	2500 OLD TRURO HWY	NULL	WESTVILLE	B0K 2A0	1	39:35.6	1598866	39:36.0	NULL	45.576605	-62.725818	America/Halifax	C	541	CA
102300	2300	A	#N/A	170	"800 15TH STREET EAST, UNIT 50"	NULL	PRINCE ALBERT	S6V 8E3	1	35:07.0	1598866	35:07.0	NULL	53.199754	-105.735716	America/Regina	C	547	CA
102301	2301	A	#N/A	175	"12407 COUNTY ROAD 2, BOX 773"	NULL	MORRISBURG	K0C 1X0	1	37:23.9	1598866	37:24.0	NULL	44.902302	-75.182072	America/Toronto	C	544	CA
102302	2302	A	#N/A	195	"10, AV. STE-CROIX"	NULL	ST-LAURENT	H4N 2K7	1	53:55.3	1598866	53:55.0	NULL	45.507723	-73.664049	America/Montreal	C	546	CA
102303	2303	A	#N/A	170	16 CHITTICK AVENUE	NULL	HANTSPORT	B0P 1P0	1	39:34.9	1598866	39:35.0	NULL	45.068421	-64.181206	America/Halifax	C	541	CA
102304	2304	A	#N/A	175	10540 100TH STREET	NULL	FORT ST JOHN	V1J 1Z2	1	35:37.3	1598866	35:38.0	NULL	56.251455	-120.848134	America/Dawson_Creek	C	537	CA
102305	2305	A	#N/A	165	865 WEST BROADWAY	NULL	VANCOUVER	V5Z 1J9	1	44:06.6	1598866	44:06.0	NULL	49.263325	-123.123039	America/Vancouver	C	537	CA
